,time,appv,current,status,power
532,532,-0.3253893144606428,0.001147438601259775,-v,-0.000373364259849597
533,533,-0.2866943596362427,0.0012957420530284836,-v,-0.00037148193814675153
534,534,-0.24721359549996025,0.001440493965895767,-v,-0.00035610969260508967
535,535,-0.2070552360820187,0.0015812975849300375,-v,-0.00032741594476361495
536,536,-0.16632935265420934,0.0017177669771986628,-v,-0.00028571506932823155
537,537,-0.12514757203218638,0.0018495280895833043,-v,-0.00023146394981667863
538,538,-0.08362277061412422,0.0019762197740335196,-v,-0.0001652569728471014
539,539,-0.04186876499435628,0.002097494777448461,-v,-8.781951591387925e-05
540,540,-9.797174393178826e-16,0.002213020693473491,-v,-2.168134966967333e-18
541,541,0.041868764994354324,0.0023224808736028923,+v,9.723940590076223e-05
542,542,0.08362277061411945,0.0024255752950913946,+v,0.00020283332650870278
543,543,0.1251475720321816,0.0025220213832957434,+v,0.00031562485273270636
544,544,0.16632935265420468,0.002611554786192036,+v,0.00043437821700831124
545,545,0.20705523608201407,0.0026939300989463227,+v,0.0005577923326257744
546,546,0.24721359549995567,0.002768921536552183,+v,0.0006845150487083271
547,547,0.2866943596362382,0.002836323552691729,+v,0.0008131579646601353
548,548,0.3253893144606384,0.002895951403123781,+v,0.0009423116417737709
549,549,0.363192399791636,0.002947641652054984,+v,0.0010705610453356322
550,550,0.39999999999999875,0.0029912526201059625,+v,0.0011965010480423813
551,551,0.4357112280120206,0.0030266647726446515,+v,0.0013187518248697243
552,552,0.4702282018339754,0.0030537810474223948,+v,0.0014359739707241067
553,553,0.5034563128398716,0.003072527120614917,+v,0.0015468831752452935
554,554,0.5353044850870842,0.0030828516105385157,+v,0.0016502642939792084
555,555,0.5656854249492359,0.0030847262184840467,+v,0.0017449846617551975
